,titulo,empresa_nome,localidade,tempo_em_aberto,empresa_link,workplace_type,senioridade,jobs_description,skills,id,url,qtd_candidatos,recrutador
410,Analista de Suprimentos 2024,Construtora Hera Ltda,"Belo Horizonte, Minas Gerais, Brasil",há 3 semanas,https://www.linkedin.com/company/construtora-hera/life,Presencial,Executivo,"Atividades e atribuições referentes ao cargo: Propor e executar estratégias de aquisição de materias e contratação de equipamentos/serviços, buscando garantia de abastecimento, inovação e contribuindo para a redução de custos; Elaborar e acompanhar mapas de cotação; Realizar contratação de fornecedores; Desenvolver e prospectar fornecedores estratégicos para cadeira da construção civil; Realizar negociações comerciais; Negociar contratos e avaliar equilíbrio de execução/viabilidade técnica-financeira; Realizar análises tributárias, fiscais e de composições de custos; Realizar leitura e gerenciamento de projetos para contratação de serviços; Apresentar periodicamente para Diretoria e Clientes os resultados obtidos, assim como estudos e proposições de soluções técnicas para correção de desvios de compras; Realizar reuniões com a liderança e fornecedores; Elaborar ordens de compra e planos de frete; Requisitos necessários: Formação superior completa em Engenharias. Excel intermediário; Experiência em geração de contratos para prestação de serviços; Experiência na área de suprimentos, preferencialmente no segmento da construção civil; Experiência em análise de propostas/controle de notas fiscais e boletos; Vivência e experiência na rotina de compras de material e contratação de serviços/equipamentos; Conhecimento sobre impostos; Conhecimento em Matemática Financeira; Experiência em equalização de mapas de cotação e propostas; Competências necessárias: proatividade, interesse, liderança, adaptabilidade, inciativa para mudanças de processo, colaboração e compartilhamento, resiliência, gestão de dados/organização, trabalho em equipe, pensamento estruturado, gestão de si, comunicação e responsabilidade.",,3877423101,https://www.linkedin.com/jobs/view/3877423101,,
411,Analista de TI Jr.,Gerdau,"Divinópolis, Minas Gerais, Brasil",há 1 semana,https://www.linkedin.com/company/gerdau/life,Presencial,Júnior,"Somos a Gerdau. Somos 30 mil colaboradores, com presença industrial em 7 países. Produzimos aços longos, especiais, planos e minério de ferro para atender cerca de 100 mil clientes de setores da construção civil, indústria, agropecuário, automotivo, energia eólica, óleo e gás, açúcar e álcool, rodoviário e naval. Somos a maior recicladora de sucata ferrosa da América Latina. Somos carros, aviões e pontes que conectam pessoas. Somos casas que registram histórias. Começos e recomeços. E estamos criando uma nova Gerdau. Empoderando pessoas que constroem o futuro. De forma mais aberta, mais digital, com processos mais simples e fluidos, mais ágil para inovar e ir além. Se você quer construir o futuro com a gente, vem fazer parte do nosso time! Sobre a Área: Fará parte da equipe responsável por manter a estabilidade, performance e confiabilidade com modernização do ambiente de TI, na camada de infraestrutura, reforçando os níveis de serviços acordados com os negócios e mantendo custos competitivos para a empresa. Obs: Posição alocada na unidade da Gerdau, em Divinópolis e também dará suporte as demais unidades da Gerdau no Brasil. 100% presencial. Como Analista de Tecnologia da Informação, você será responsável por: Identificar/resolver problemas, melhorar o ambiente computacional em termos de usabilidade e facilidade para o usuário (UX), garantir a eficiência no uso das ferramentas e sistemas; Executar as tarefas de rotina, que incluem: instalação, suporte e manutenção de componentes de hardware (como desktops e notebooks), softwares, gestão de datacenter e elementos de infraestrutura de TI de maneira geral; Auxiliar na busca e identificação de novas tecnologias para uso na TI, promovendo testes/validação e comunicando os resultados. Desejável: Ensino superior completo em Eng. de Telecom, Processamento de Dados, Análise de Sistemas, Computação, ou equivalentes e possuir experiência em suporte ao usuário. Requisitos: Infraestrutura de TI e aplicações; Ferramentas Microsoft (O365, AD); Metodologia Ágil (desejável); Inglês intermediário (desejável); ITIL e Cobit (desejável). O que oferecemos: Assistência Médica; Assistência Odontológica; Incentivo de Curto Prazo (PPR); Refeição na empresa; Seguro de Vida em Grupo e Auxilio Funeral; Pronto Atendimento virtual do Hospital Albert Einstein – sem custo; Programa +Cuidado: assistência profissional e confidencial para problemas pessoais – sem custo; Programa de Seguros AON: condições comerciais de Seguro exclusiva para os colaboradores Gerdau; Benefício Farmácia; Previdência Privada; Vale Transporte / Fretado ou Estacionamento.",COBIT;Centro de processamento de dados;Desenvolvimento de software;Experiência do usuário (UX);Gestão de infraestrutura de TI;Hardware de computador;ITIL;Metodologias Agile;Office 365,3895636570,https://www.linkedin.com/jobs/view/3895636570,,
412,Analista De Registro Com Inglês Fluente – Rio De Janeiro – RJ,DIVULGA VAGAS | Empregos & Vagas BR,"Rio de Janeiro, Rio de Janeiro, Brasil",há 2 dias,,Tempo integral,Assistente,Esta vaga foi obtida de um site de empregos. Saiba mais,,3908092419,https://www.linkedin.com/jobs/view/3908092419,Seja uma das primeiras pessoas a se candidatar,
413,Analista de Desenvolvimento Jr,Kantar IBOPE Media,Brasil,há 2 semanas,https://www.linkedin.com/company/kantaribopemedia/life,Remoto,Júnior,"Já pensou em trabalhar em uma empresa líder global em dados, insights, consultoria e que contribui para o sucesso e crescimento das principais organizações do mundo? Então essa é a sua chance! Buscamos uma pessoa com conhecimento em engenharia de desenvolvimento de softwares. Trabalhará com plataformas e aplicações disponíveis na Kantar e a principal responsabilidade é planejar e desenvolver aplicações desde a arquitetura até a entrega, passando por todas as etapas do desenvolvimento de software Quem procuramos : Analista de Desenvolvimento Jr. Responsabilidades: Entender junto ao cliente quais as necessidades de negócio, propor soluções e documentar essas necessidades através de especificações funcionais; Executar tarefas em todas as fases do ciclo de desenvolvimento (Análise, Design de Arquitetura, Codificação e Deploy); Participar da definição de processos e ferramentas; Participar na elaboração e na manutenção da documentação técnica dos sistemas desenvolvidos; Sustentação das aplicações em produção, visando garantir a estabilidade e disponibilidade destes sistemas; Prestar consultoria e suporte aos clientes sobre as regras de negócio dos sistemas em utilização. Requisitos : Experiência como analista de desenvolvimento ou programador; Formação: Superior completo ou cursando ultimo ano em Ciência da Computação, Engenharia da Computação, Sistema da Informação, Análise de Sistemas ou áreas correlatas; Domínio dos conceitos de programação (estruturas de dados, lógica de programação, algoritmos, orientação a objetos etc); Experiência em modelagem de bancos de dados relacional e multidimensional; Conhecimento no desenvolvimento em linguagem de programação .Net C# ou Java; Experiencia no desenvolvimento em linguagem de programação Javascript, JQuery, Bootstrap, HTML e CSS; Conhecimento no desenvolvimento em linguagem de programação Asp.Net (Webforms e MVC), Asp.Net Core, API Rest; Conhecimento em servidor de aplicação Microsoft IIS; Conhecimento em desenvolvimento para SQL (store procedures, functions e otimização de queries); Conceitos de metodologias ágeis de desenvolvimento (SCRUM e/ou KANBAN); Conhecimento em Power BI; Possuir espanhol Intermediário. Conhecimento técnico desejável: Conhecimento de desenvolvimento em ambientes Cloud; Conhecimento de desenvolvimento em ADF (Azure Data Factory); Conhecimento em práticas DevOps (teste automatizado, containers, integração contínua e deploy contínuo); Conhecimento em banco de dados não relacional; Conhecimento em React; Inglês será considerado um diferencial. O que oferecemos? Além de um clima descontraído e total open space, compartilhamos de alguns outros benefícios que trazem qualidade de vida e muita felicidade: Vale Refeição e Alimentação Vale Transporte Horário Flexível Assistência Médica e Odontológica Convênio Farmácia Participação nos Lucros e Resultados Previdência Privada Licença Maternidade com duração de 6 meses; Licença Paternidade estendida com duração de 20 dias; Licença Maternidade/Paternidade para casais homoafetivos; Convênio com empresas parceiras; Programa de Qualidade de vida: Convênio com academias (TotalPass), ginastica laboral com profissional de educação física toda semana, palestras sobre temas relevantes, participação em corridas, vacinação contra a gripe; Programa Global de Assistência ao colaborador e seus familiares (assistência jurídica, psicológica ou financeira) e muito mais; Programa de Mobilidade Interna: a Kantar valoriza seus talentos internos e por isso as vagas disponíveis são divulgadas internamente possibilitando ao colaborador mudar de área ou divisão diferente da que atua; Se o seu perfil corresponde aos nossos valores e objetivos, deixe seu currículo conosco e não perca a chance de fazer parte de nossa equipe. Esperamos por você! Na Kantar, acreditamos na força da diversidade para gerar inovação e atingir resultados incríveis. Dessa forma, não fazemos distinção de raça, religião, gênero, nacionalidade, deficiência, orientação sexual, idade ou qualquer outra.",C# in .NET;JavaScript,3889560507,https://www.linkedin.com/jobs/view/3889560507,Mais de 100 candidaturas,
414,Data Science Manager,Samsung Electronics,"São Paulo, São Paulo, Brasil",há 3 semanas,https://www.linkedin.com/company/samsung-electronics/life,Híbrido,Pleno-sênior,"Samsung Ads, the advertising monetization arm of Samsung Electronics, leverages proprietary real-time TV viewing behavior and insights to promote relevant brands and content experiences to consumers. We partner with brands, agencies and content owners to deliver unique advertising opportunities on native placements within our Smart TV platform and programmatically with a cross device solution. Samsung Brazil is looking for an Data Scientist Supervisor to work in the Morumbi region, São Paulo, Brazil. Role & Responsibilities: We’re looking for an innovative individual to be part of Samsung Ads Analytics Latam team leveraging one of the richest TV viewership/media consumption databases in the industry. The candidate develop query scripts, data cubes and reports on ad campaign performance, viewership trends and new Client Data Solutions powered by Snowflake / Redshift using SQL and Python. Candidates must have strong SQL, Python skills and must be proficient in Machine Learning methods. Translate business requirements into SQL queries and Python scripts for Ad Hoc analysis, custom reporting solutions and create predictive models. Explore data to identify client ad performance opportunities, trends and anomalies. Transform and cleanse outputs into meaningful analysis for business/sales teams Tune and optimize current code base and modeling solutions. Oversee documentation Background: Degree in computer science/engineering or quantitative discipline (Statistics, Engineering, Physics, Mathematics.) Strong Python skills 3+ years using Python Snowflake / Redshift or similar platform experience Big Data and Data/Technology methodology experience BI Experience (Domo preferred) Desirable experience with AWS tools such as IAM, Lambda, EC2 and S3 Advanced English level (The candidate must be able to attend meetings and training sessions in English). Register for our position and join the Samsung team!",Análise de Big Data;Análise de dados;Análise de dados estatísticos;Ciência de dados;Estratégia empresarial;Inglês;Python;SQL,3879994923,https://www.linkedin.com/jobs/view/3879994923,Mais de 100 candidaturas,
415,Data Science Manager (Brazil),1840 & Company,Brasil,há 1 semana,https://www.linkedin.com/company/1840-company/life,Remoto,Pleno-sênior,"We are seeking a skilled Data Science Manager to join their team. The successful candidate will play a crucial role in implementing and enhancing machine learning projects, with a focus on customer-centric applications. Rate in USD: 35 per hour Key Responsibilities The ML Engineering Manager is responsible for mentoring and leading a small team of ML Engineers and Scientists to architect, develop and implement ML models, to empower internal stakeholders to take data-driven decisions. Project examples include product recommendations based on customer behavior, optimizing algorithms to enhance upselling potential and identify new business opportunities, churn models, sentiment analysis, Chatbots and virtual assistants, dynamic pricing models, fraud detection, customer segmentation, to name a few. Requirements Bachelor’s degree in a relevant field. 8+ years of proven experience in architecting and implementing machine learning projects, specifically in areas mentioned above, Proven success record delivering data products with a business impact. 2+ years of experience leading data teams, while staying hands-on. Proficiency in Python/R programming with knowledge of Pandas, NumPy, and SciKit-Learn. Strong background in math, statistics, and data processing/ETL (SQL skills are a plus). In-depth knowledge of supervised and unsupervised machine learning algorithms. Experience with cloud platforms such as AWS, GCP, or Azure. Proficient in data visualization tools and effective communication of results to business teams. Advanced written and verbal communication in English Benefits Work from home Access to diverse projects Opportunities for professional growth Collaboration with diverse teams No commute time No dress code (unless there’s a meeting!) Eco-friendly work lifestyle Exposure to a multicultural team Potential for long-term engagement Improved work-life balance 15-20% bonus About 1840 & Company 1840 & Company is a global leader in Business Process Outsourcing (BPO) and remote talent solutions, dedicated to propelling businesses forward through our comprehensive suite of services. We specialize in connecting companies with world-class freelance professionals and delivering top-tier outsourcing services, across over 150 countries worldwide. Our mission is to empower growth for forward-thinking businesses, seamlessly bridging any skill or resource gaps with our expertly vetted talent pool. We firmly believe in fostering an environment where exceptional individuals can achieve an optimal work-life balance, working remotely from any location, while maximizing their professional growth and earning potential. We are headquartered in Overland Park, KS, USA with service delivery facilities in the Philippines, India, Ukraine, South Africa and Argentina. We invite you to explore the opportunities we offer and consider joining our exclusive network of global freelance talent. Visit",Aprendizado de máquina;Arquitetura técnica;Ciência de dados;Inteligência artificial;Mineração de dados;NumPy;Pandas (Software);R (linguagem de programação);Reconhecimento de padrões;Scikit-Learn,3905842039,https://www.linkedin.com/jobs/view/3905842039,93 candidaturas,
416,Assistente de Performance de Vendas e Dados,Grupo Autoglass,"Vila Velha, Espírito Santo, Brasil",há 1 mês,https://www.linkedin.com/company/grupoautoglass/life,Presencial,Tempo integral,"Como Assistente de Performance de Vendas e Dados, sua função será essencial no fornecimento de suporte operacional para assegurar a eficiência no atendimento aos clientes internos e na gestão dos indicadores estratégicos das diversas áreas. Se você é proativo, organizado e tem interesse em contribuir para a excelência na gestão de clientes, convidamos você a se candidatar. Estamos ansiosos para recebê-lo em nossa equipe! Responsabilidades e atribuições Manter registros precisos e atualizados de informações do cliente. Apoiar na organização de arquivos de documentos relacionados aos clientes. Gerenciar comunicações internas e externas, garantindo a clareza e efetividade. Colaborar na elaboração de relatórios e análises simples relacionadas ao desempenho do setor. Auxiliar na coordenação de agendas e compromissos da equipe de Gestão de Clientes. Monitorar os indicadores relacionados à área, tais como a captação de leads por meio de ferramentas internas, a retenção, o churn, o LTV, entre outros. Requisitos e qualificações Graduação completa ou em andamento. Habilidades organizacionais e atenção aos detalhes, especialmente em contextos estratégicos. Conhecimentos em sistemas de gerenciamento de dados e ferramentas estratégicas. Excelentes habilidades de comunicação escrita e verbal para interação eficaz em ambientes estratégicos. Capacidade de trabalhar em equipe e gerenciar tarefas com foco na estratégia. Valorizamos se você tiver: Conhecimento Intermediário ou Avançado em Excel Familiaridade com ferramentas como Tableau/Power BI Está cursando Graduação em áreas correlatas. Informações adicionais O que a Autoglass proporciona? Pra cuidar da sua saúde física e mental: 🩺 Plano de saúde sem mensalidade para você e seus dependentes; 🦷 Plano odontológico opcional extensivo à dependentes; 💙 Atendimento psicológico; 🤰🏻 Programa da Gestante com licença maternidade estendida; 🏋️‍ Gympass (Desconto em academias). Pra apoiar seu dia a dia: 🚌 Vale transporte; 🛒 Vale Refeição ou Alimentação. No Natal, te enviamos uma cesta bem recheada; 😎 Oportunidade de trabalhar e trocar conhecimentos diários com um time incrível e acolhedor; 💰 Pilla: Um aplicativo que cuida da sua vida financeira; 💙 Ah! Por aqui comemoramos o Dia do Colaborador Autoglass enviando um mimo a todos os colaboradores. Pra desenvolver sua carreira: 🚀 Plano de carreira com possibilidades para diversas trilhas de crescimento; 🚀 Cultura de feedback e desenvolvimento; 🚀 Acesso ao Portal de Educação Corporativa Autoglass com mais de 200 cursos gratuitos e com emissão de certificado; 🚀 Edupass: Descontos em mais de 150 mil cursos para colaboradores; 🚀 Um ambiente de trabalhado altamente colaborativo e desafiador. Na Autoglass, você encontrará oportunidade de crescimento e uma cultura de inovação e melhoria contínua muito forte! Para melhorar o seu dia no trabalho presencial: ☕ Café da manhã e da tarde; 💆‍️ Momento relax: Massagem relaxante no seu posto de trabalho ; 🎮 Área anexa na Sede com sala gamer, cafeteria, barbearia, salão de beleza e muito mais! Vem ser Autoglass!",Gestão de dados;Comunicação escrita;Coordenação de agendas;Desenvolvimento de relatório;Gestão de documentos;Gestão de relacionamento com o cliente (CRM);Habilidades organizacionais;Organizational Capability;Redação;Relatórios e análises,3859109751,https://www.linkedin.com/jobs/view/3859109751,,
417,Senior Data Engineer,Solfácil,Brasil,há 1 dia,https://www.linkedin.com/company/solfacil/life,Remoto,Diretor,"Solfacil is Brazil’s leading and fastest-growing solar technology company. Today, our fintech business enables installers to efficiently help homeowners go solar by providing fast, easy, and affordable financing solutions. We combine our financing with the distribution of solar hardware kits - including panels, inverters, and batteries - to make the solar purchase and installation experience seamless for all parties. Solfacil is investing in product and technology to evolve into a world-class platform company and is looking for top-notch talent to join us on our mission. The Senior Data Engineer will develop and deploy solutions to build a modern and innovative data platform for advanced data analysis and processing at Solfacil. In this role, you will work closely with the business and our Data Engineering team members - including analytics engineers, data analysts, business analysts, and data governance engineers - to provide the necessary infrastructure/tools to efficiently and effectively solve our most important business problems. As a key member of the team, you will help design and build solutions that answer key questions such as: Is all our data available to the business? How do we monitor all the data pipeline jobs and show the problems to the data owners? How do we process 1TB of data to get two kinds of events that answer the business questions? How do we deliver a self-service data platform capable of ensuring end-to-end data quality and governance? How can we empower and train our users to explore and manipulate this data autonomously while ensuring compliance with our security policies? Join us and play a pivotal role in shaping the future of our data-driven organization. Key Responsibilities Develop and deliver top-quality data solutions on AWS for internal customers, understanding their unique data processing requirements. Translate them into robust technical architectures, including crafting sophisticated data processing systems that adhere to business rules and constructing a curated layer and data marts. Assist business teams to automate manual processes and transition to SQL-based environments. Participate in daily standup meetings and address technical issues Support current workflows, leading and helping analytics engineers Lead and assist analytics engineers without direct supervision while maintaining detailed documentation. Design, build, and maintain a robust data ecosystem for actionable insights and informed decision-making. Ensure adherence to data governance principles, including privacy, security, and compliance requirements such as LGPD. Serve as a role model for the team. Requirements and qualifications: 4+ years of overall work experience in data engineering, with 2+ specifically in Data lakes, and 2+ experience managing cloud-based data platforms. Proven track record of successfully completing projects, especially in designing and implementing data solutions. Demonstrated ability to ensure data quality through testing, establishing SLAs, monitoring, and alerting. Expertise in SQL, including query optimization, debugging, and database load management. Experience with data transformation tools, such as dbt (data build tool), with a deep understanding of their concepts and usage. Ability to research and recommend data frameworks and architectural/code design patterns. Basic database and data management knowledge, including Redshift and PostgreSQL expertise. Proficiency in managing data ingestion and orchestrating workflows, utilizing various ETL and ELT tools such as AirByte, Change Data Capture, Apache Airflow, and AWS Glue/PySpark. Familiarity with big data technologies, data streaming (e.g., Kafka), and real-time analytics Proficient in utilizing version control systems like GitHub. Experience in implementing data quality solutions and understanding data warehouse concepts Intermediate proficiency in English.","Engenharia de dados;Airflow;Amazon Redshift;Apache Airflow;Captura de dados de alterações;Data Marts;Data lakes;ETL (Extração, transformação e carregamento);PySpark;Qualidade dos dados",3908655868,https://www.linkedin.com/jobs/view/3908655868,73 candidaturas,
418,[Ambev Global Tech] Data Scientist,Ambev Tech,Campinas e Região,há 3 semanas,https://www.linkedin.com/company/ambevtech/life,Híbrido,Assistente,"Job Description A equipe da AB InBev Analytics está procurando um cientista de dados motivado e analítico que queira fazer parte de um ambiente de estilo de startup. A equipe de Gerenciamento de Categorias da AB InBev é responsável por construir soluções competitivas diferenciadas que melhorem a lucratividade, a receita ou economizem custos em nossas capacidades de vendas (otimização de sortimento, otimização de preços e promoções, espaço de prateleira, e-commerce, entre outros). Como cientista de dados, você trabalhará na interseção de aplicação de soluções de aprendizado de máquina/aprendizado profundo, insights acionáveis a partir de grandes conjuntos de dados diversos e usar práticas recomendadas de DevOps que incluem serviço de modelo, controle de versão de código e outras ferramentas de desenvolvedor. Como bônus, você criará novos recursos de produto do início ao fim (por exemplo, desenvolver e implantar novos modelos de demanda atendidos em sistemas de produção). Você também terá a oportunidade de revisar e influenciar o projeto de engenharia, a arquitetura e a pilha de tecnologia em vários produtos, fora do seu foco imediato. Estamos à procura de um indivíduo dinâmico que desafia o status quo, toma decisões ousadas quando necessário, antecipa o futuro que a tecnologia pode permitir, impulsiona a liderança de pensamento e é uma pessoa forte para as pessoas. O ideal é que você tenha um amplo conjunto de habilidades e esteja disposto a enfrentar e assumir qualquer desafio. Como cientista de dados na AB InBev trabalhando em nossos produtos de gerenciamento de categoria, você será responsável por trabalhar com nossa equipe de consultores de análise e engenheiros de software para construir e fornecer produtos de análise de pontaparanossas diferentes unidades de negócios em todo o mundo. Você estará colaborando profundamente com as equipes comerciais na América Latina para entender os contextos de negóciosque lhe permitirão construir os melhores produtos de análise. Se você ama a agitação e está faminto para construir um legado através de relacionamentos fortes com equipes de negócios, este é o lugar para você! Responsibilities and assignments Aplicação de soluções de aprendizado de máquina/aprendizado profundo; Fazer insights acionáveis a partir de grandes conjuntos de dados diversos; Usar práticas recomendadas de DevOps que incluem serviço de modelo, controle de versão de código e outras ferramentas de desenvolvedor. Requirements And Qualifications Bacharelado ou Mestrado em Engenharia, Estatística ou Economia; Experiência no mundo real na construção de modelos de Machine Learning; Forte experiência em codificação Python; Boa base em modelos de ML supervisionados e não supervisionados; Exposição ao trabalho em IDEs como VSC ou PyCharm; Experiência em versionamento de código usando Git (ou similar), mantendo base de código modularizada para múltiplas implantações; Experiência em trabalhar em ambiente ágil; Conhecimento básico de design orientado a objetos e conceitos; Esperamos que você desafie o status quo com a mentalidade de dono sobre o que pode quebrar e pense em consertar proativamente; Solução das necessidades de negócios; Inglês e Espanhol avançado (obrigatório); Mão na massa com experiência comprovada na construção e fornecimento de soluções analíticas; Experiente no fornecimento de modelos complexos de ML; Experiente na entrega de projetos com impacto na cadeia de valor; Boa capacidade de comunicação e negociação; Executa com disciplina, colaboração, motivação, capacidade de construir relacionamentos fortes e trabalhar de forma transversal com stakeholders internos e externos, liderando pelo exemplo; A abordagem de solução de problemas deve ser capaz de identificar sistematicamente a causa raiz e definir planos de ação; Capaz de trabalhar como agente de mudança construindo MVPs e PoCs e propondo novas abordagens para manter nossa estratégia de análise sempre na vanguarda tecnológica; Experiência com frameworks ágeis, entendimento de SDLC. Additional information Vale refeição ou alimentação ifood; Vale transporte; Bônus; Plano de saúde e Telemedicina; Convênio odontológico; Convênio Farmácia; Self Learning (auxílio em cursos, certificações e idiomas); Seguro de vida; Instituto Ambev de Previdência Privada; Auxílio Material Escolar; Cesta de Natal e Kit Congelado; Brinquedos de Natal; Empresa cidadã (licença maternidade e paternidade) e presente do bebê; Desconto mensal em produtos AMBEV; Banco de horas; Gympass; Fretado; Abono anual referente a um salário. OLÁ, SOMOS A AMBEV TECH! 🍻 E ninguém une tecnologia e cerveja como a gente! Temos a missão de transformar o dia a dia da maior cervejaria do planeta. Fazemos isso com um time incrível de pessoas apaixonadas e unidas em um único propósito: mudar o mundo com tecnologia. Buscamos entregar as melhores experiências e trazer soluções ágeis e descomplicadas para fazer a bebida chegar do campo ao copo. Todos os dias, impactamos milhares de pessoas. Cada brinde tem um pouquinho de nós. Essa é a nossa jornada, é o que fazemos e o que somos. Somos feitos de pessoas Acreditamos na diversidade e no quanto ela é capaz de fazer a gente evoluir. É através da pluralidade de ideias, de experiências e opiniões que conseguimos pensar fora da caixa e trazer soluções inovadoras. Pra gente, diversidade e inclusão são assuntos sérios! Por isso, contamos com um Comitê de Autenticidade Tech para olhar essas questões com muito carinho e responsabilidade. Estamos no mundo todo Também somos Ambev Global Tech. Integramos o hub de tecnologia global da Anheuser-Busch InBev (ABInBev), uma multinacional formada por um grupo de cervejarias com sede em Leuven, na Bélgica, e com outros escritórios globais em diversos países, incluindo Estados Unidos, México, Índia e Brasil. Vem com a gente! Nossas unidades estão presentes em Blumenau (SC), Maringá (PR), São Paulo (SP), Campinas (SP), Jaguariúna (SP), e Sorocaba (SP), e contamos ainda com um time remoto de vários cantos do Brasil! Já somos mais de 2.000 pessoas encarando cada desafio pra fazer diferente, mas queremos ir muito mais longe. Pra chegar lá, precisamos fortalecer nossa equipe! Tá afim de criar soluções para a maior cervejaria do planeta? Causar impacto, trazer inovação e transformar o mundo? Então, vem com a gente 😊 We’re here for tech and beer.",Engenharia de dados;Algoritmos de aprendizado de máquina;Analítica de dados;Analítica preditiva;Análise de dados estatísticos;Ciência de dados;Estatística;Processamento de linguagem natural (PLN);PyCharm;Visualização de dados,3879677312,https://www.linkedin.com/jobs/view/3879677312,,
419,Analista Sênior de Modelagem e Automatização de Dados - Marketplace 1P,Mercado Livre,"Osasco, São Paulo, Brasil",há 3 semanas,https://www.linkedin.com/company/mercadolivre-com/life,Híbrido,Pleno-sênior,"No Mercado Livre, trabalhamos para promover uma cultura inclusiva, que busca a equidade e valoriza as diferentes perspectivas. Isso se traduz em Gênero, Religião, Pessoas com Deficiência, LGBTQ+, Etnia e diversidade de experiências. Trabalhamos todas as nossas vagas com base nessa premissa. Faça parte do nosso time! Estamos democratizando o comércio, o dinheiro e os pagamentos na América Latina. Nosso Marketplace é o lugar onde as pessoas que compram e vendem podem encontrar a mais ampla oferta de produtos e serviços disponível pelo preço mais competitivo do mercado. Procuramos permanentemente melhorar nossos serviços comerciais, de produto e marketing, garantindo uma experiência única para quem acessar o nosso site. Você gostaria de revolucionar o e-commerce? Temos um desafio para as pessoas que: Vibram energia empreendedora: são movidas pela curiosidade, nunca desistem e estão focadas em superar seus próprios limites. Dão o máximo, porque adoram trabalhar com compromisso e dedicação. Encaram as mudanças como oportunidades e aprendem com seus erros. A excelência e a execução são primordiais na sua forma de fazer as coisas. Promovem o bom clima, a alegria e a diversão. Sabem como construir com outras pessoas e desfrutam trabalhando em equipe. Imagine você empreendendo projetos desafiadores, dinâmicos e inovadores, e sendo responsável por : Planejar e executar as demandas de automatização e modelagem de dados provenientes do time de 1P, fazendo as interações com os times de negócios e de engenharia de dados. Definir junto com o time de negócios as melhores opções de visualização de dados e automatização de processos. Executar testes de validação de dados dos processos automatizados Acompanhar junto ao time de BI e produtos a criação e validação de KPIs e métricas para a inclusão nas ferramentas oficiais de gerenciamento de dados do Meli. Avaliar o cenário atual de dados de 1P trazendo propostas de melhoria em automatização e recursos, interpretando as solicitações dos times de negócios e traduzindo de forma técnica para os times corporativos de dados. Requisitos: Ter experiência com manipulação de grandes bases de dados. Possuir conhecimento avançado em SQL, utilizando em diversas plataformas, além de conhecimento em técnicas, critérios e modelagem estatística Ter experiência com ferramentas de BI (Looker, Tableau, Qlick View, Power BI) e ambientes Google (big query, google data studio). Contar com conhecimento de Phyton e R serão considerados como diferenciais. Nós lhe propomos: Ser parte de uma empresa com espírito empreendedor, na qual adoramos pensar grande e em longo prazo. Ser protagonista de seu desenvolvimento em um ambiente de oportunidades, aprendizagem, crescimento, expansão e projetos desafiadores. Compartilhar e aprender em equipe, com excelentes profissionais e especialistas. Um excelente clima de trabalho, com todo o necessário para você viver uma grande experiência. :) O Mercado Livre não faz contato oferecendo oportunidades em troca de pagamento de dinheiro. Você tem acesso a todas as oportunidades abertas no nosso site de carreiras. Caso receba pedidos de dinheiro, desconfie!",Engenharia de dados;Gestão de dados;Analítica de dados;Banco de dados;Estatística;Modelagem de dados;Modelagem estatística;Teste de aceitação de usuários;Validação de dados;Visualização de dados,3879627589,https://www.linkedin.com/jobs/view/3879627589,,https://www.linkedin.com/in/natalia-bellot-a6663b47
